      2.5581E+04     4833       8.6900E+02
      2.0559E+04     3892       9.0000E+02
      2.5854E+04     4884       1.0340E+03
      2.4827E+04     4701       7.5150E+02
      2.0442E+04     3842       8.1800E+02
      1.8979E+04     3527       7.7500E+02
      2.0094E+04     3785       8.1750E+02
      2.4468E+04     4648       8.9850E+02
      2.1918E+04     4074       7.4750E+02
      2.0455E+04     3861       7.4550E+02
      2.4446E+04     4659       9.2000E+02
      2.4442E+04     4639       8.0500E+02
      1.9578E+04     3745       7.1750E+02
      5.5568E+03     1059       1.5350E+02
      2.6208E+04     4831       1.0465E+03
      1.9886E+04     3735       8.1850E+02
      2.1470E+04     4042       7.6950E+02
      1.8450E+04     3414       8.2900E+02
      2.4515E+04     4620       1.0055E+03
      2.5159E+04     4821       1.0300E+03
      2.3810E+04     4448       8.0900E+02
      2.0835E+04     3995       8.5000E+02
      2.4184E+04     4577       9.6000E+02
      2.3311E+04     4422       8.7400E+02
      2.5458E+04     4762       8.9200E+02
      1.7130E+04     3242       6.4750E+02
      1.8959E+04     3594       5.7850E+02
      2.0758E+04     3968       8.0700E+02
      2.2775E+04     4230       8.5050E+02
      1.8267E+04     3447       6.8450E+02
      1.7960E+04     3401       6.5000E+02
      1.0889E+04     1988       2.9400E+02
      2.4244E+04     4621       8.9900E+02
      1.5068E+04     2880       4.8800E+02
      1.2695E+02       25       3.0000E+00
      2.4414E+04     4681       1.1470E+03
      2.1009E+04     3988       8.1750E+02
      1.9316E+04     3523       6.9800E+02
      2.6763E+04     5060       1.1160E+03
      2.2550E+04     4266       7.8900E+02
      2.0281E+04     3746       7.4700E+02
      2.2960E+04     4341       7.4500E+02
      2.1607E+04     4096       7.1650E+02
      9.4858E+03     1779       3.6650E+02
      1.8590E+04     3454       6.7200E+02
      2.2689E+04     4315       9.5100E+02
      2.6306E+04     5059       9.9950E+02
      2.2321E+04     4208       8.8600E+02
      2.5691E+04     4749       1.0075E+03
      2.1331E+04     4031       7.5150E+02
