      1.7286E+04     3300       8.6000E+01
      2.4222E+04     4536       1.5100E+02
      1.6785E+04     3146       1.1600E+02
      8.6996E+03     1631       8.8500E+01
      1.7098E+04     3164       1.3000E+02
      6.5241E+03     1240       6.5500E+01
      1.7933E+04     3363       9.3000E+01
      8.4040E+03     1574       4.2500E+01
      1.7551E+04     3266       1.3600E+02
      1.3227E+04     2493       1.1900E+02
      1.7866E+04     3405       9.7000E+01
      1.9027E+04     3599       1.5550E+02
      1.7805E+04     3390       8.7500E+01
      1.7505E+04     3277       1.0900E+02
      1.7585E+04     3341       9.7000E+01
      1.9090E+04     3606       1.3150E+02
      1.7771E+04     3220       1.3750E+02
      2.6041E+04     4992       1.3200E+02
      1.7634E+04     3313       1.0800E+02
      1.6167E+04     3029       1.2350E+02
      4.0823E+03      759       1.6500E+01
      7.1975E+03     1400       3.3000E+01
      1.9538E+04     3578       1.0550E+02
      5.0178E+03      969       9.0000E+00
      1.7530E+04     3367       1.2000E+02
      1.8349E+04     3452       1.7200E+02
      2.2826E+04     4386       9.9000E+01
      1.9572E+04     3700       1.8250E+02
      8.6917E+03     1683       5.7500E+01
      2.3618E+04     4407       1.3800E+02
      1.9739E+04     3644       1.6350E+02
      2.2955E+04     4302       1.5500E+02
      1.7534E+04     3320       1.0750E+02
      1.7709E+04     3390       8.1000E+01
      6.4452E+03     1216       3.3500E+01
      1.7877E+04     3318       1.0300E+02
      2.4155E+04     4554       1.8400E+02
      1.9524E+04     3680       1.3950E+02
      1.9915E+04     3828       1.3850E+02
      1.9839E+04     3774       1.0350E+02
      1.7006E+04     3169       1.1150E+02
      1.9586E+04     3628       1.6000E+02
      1.7784E+04     3379       1.7750E+02
      1.9521E+04     3741       1.2100E+02
      7.2492E+03     1343       3.7500E+01
      1.7971E+04     3367       2.1200E+02
      1.7587E+04     3316       7.5500E+01
      2.1556E+04     4062       1.1200E+02
      1.7800E+04     3373       1.0400E+02
      6.3141E+03     1227       4.0500E+01
      1.9816E+04     3717       1.4300E+02
      8.4847E+03     1578       7.2000E+01
      1.7957E+04     3388       7.8000E+01
      1.7663E+04     3412       6.6500E+01
      1.9140E+04     3627       7.8500E+01
      1.7772E+04     3392       1.6550E+02
      7.2063E+03     1329       7.4000E+01
      1.9513E+04     3740       1.0850E+02
      1.9840E+04     3631       1.4950E+02
      2.4157E+04     4572       1.7750E+02
      1.7919E+04     3422       1.0600E+02
      1.7600E+04     3234       1.4200E+02
      1.6279E+04     3108       1.5150E+02
      1.9251E+04     3722       7.9000E+01
      7.0328E+03     1351       3.7000E+01
      1.9589E+04     3715       9.2500E+01
      1.9902E+04     3749       1.0200E+02
      1.7535E+04     3338       1.4200E+02
      2.2832E+04     4353       1.4150E+02
      1.7628E+04     3337       7.5000E+01
      1.8488E+04     3513       1.1900E+02
      1.7819E+04     3296       1.2350E+02
      2.3690E+04     4440       1.9750E+02
      1.8047E+04     3454       1.0400E+02
      1.7307E+04     3230       1.1150E+02
      2.2342E+04     4223       1.7550E+02
      2.2860E+04     4260       1.9950E+02
      1.7969E+04     3358       1.0400E+02
      1.7759E+04     3374       1.3100E+02
      1.9078E+04     3628       1.1800E+02
      1.9984E+04     3817       1.1900E+02
      1.7898E+04     3349       1.4850E+02
      1.9775E+04     3678       1.0150E+02
      1.7878E+04     3401       9.9500E+01
      2.3454E+04     4407       2.6200E+02
      3.0807E+03      553       2.4500E+01
      1.7553E+04     3342       1.0000E+02
      1.7357E+04     3337       1.0100E+02
      1.6805E+04     3181       1.4600E+02
      1.6406E+04     3111       8.2500E+01
      6.9469E+03     1269       4.4500E+01
      2.6377E+04     4998       1.5900E+02
      1.9820E+04     3681       1.0400E+02
      1.8217E+04     3478       7.5500E+01
      1.7670E+04     3285       9.4000E+01
      1.9759E+04     3715       1.2250E+02
      1.7523E+04     3296       1.2050E+02
      1.6690E+04     3182       7.7000E+01
      2.0153E+04     3829       1.1800E+02
      1.6365E+04     3223       1.1050E+02
      1.7612E+04     3333       1.0350E+02
      2.2472E+04     4323       1.2450E+02
      1.7749E+04     3338       1.3450E+02
      1.8715E+04     3507       1.0550E+02
      2.6193E+04     4923       1.8800E+02
      1.9800E+04     3780       1.4300E+02
      1.9503E+04     3670       1.3600E+02
      5.4385E+03      964       4.3500E+01
      1.7520E+04     3341       8.5000E+01
      2.1064E+04     3955       1.1850E+02
      1.8363E+04     3375       1.3050E+02
      8.2813E+03     1527       3.7500E+01
      1.9540E+04     3622       1.6350E+02
      2.5104E+04     4789       1.4150E+02
      1.7898E+04     3295       1.4450E+02
      1.7776E+04     3356       9.0000E+01
      1.9729E+04     3734       1.8050E+02
      1.9292E+04     3703       9.1000E+01
      1.9069E+04     3645       9.4500E+01
      1.8368E+04     3405       1.6100E+02
      1.7636E+04     3276       1.1200E+02
      2.4423E+04     4656       1.7950E+02
