      1.8623E+04     3500       1.4200E+02
      1.8990E+04     3572       9.5500E+01
      2.6058E+04     4864       1.5150E+02
      2.7355E+04     5124       1.3400E+02
      1.3487E+04     2517       8.5000E+01
      2.2473E+04     4233       1.5350E+02
      2.1528E+04     4042       1.2600E+02
      1.7284E+04     3388       7.6500E+01
      1.4966E+04     2812       1.4500E+02
      2.3829E+04     4508       1.2300E+02
      2.3702E+04     4425       2.4450E+02
      1.9190E+04     3619       9.4500E+01
      8.0221E+03     1502       4.3500E+01
      1.6268E+04     3159       7.9500E+01
      1.8678E+04     3574       1.2150E+02
      2.3019E+04     4348       1.2100E+02
      2.2013E+04     4077       1.3000E+02
      1.2443E+04     2336       6.8500E+01
      2.3721E+04     4538       1.8250E+02
      2.3461E+04     4462       1.2750E+02
      2.3069E+04     4382       1.3900E+02
      2.5192E+04     4711       2.6350E+02
      2.0839E+04     3896       1.2350E+02
      2.3392E+04     4348       2.1350E+02
      2.5014E+04     4660       2.4250E+02
      2.0906E+04     3939       1.0250E+02
      2.3057E+04     4397       1.2850E+02
      2.4571E+04     4577       2.3800E+02
      1.9645E+04     3748       1.0350E+02
      2.3731E+04     4462       2.3550E+02
      1.7521E+04     3349       9.0000E+01
      2.2936E+04     4328       1.1500E+02
      2.5432E+04     4753       2.1600E+02
      2.2342E+04     4223       1.5650E+02
      2.2392E+04     4186       1.6000E+02
      1.4494E+04     2720       9.3000E+01
      2.4101E+04     4483       1.3700E+02
      2.0506E+04     3842       1.4550E+02
      2.2136E+04     4154       2.3350E+02
      1.6859E+04     3234       8.8500E+01
      2.7920E+04     5362       1.9850E+02
      2.3423E+04     4448       1.6150E+02
      2.5467E+04     4835       1.9300E+02
      2.5687E+04     4839       2.0100E+02
      1.9808E+04     3650       1.2750E+02
      2.0210E+04     3874       1.2450E+02
      2.6952E+04     5059       1.5850E+02
      1.0235E+04     1915       5.7500E+01
      1.7555E+04     3295       1.5000E+02
      2.0199E+04     3862       1.3450E+02
      2.4260E+04     4564       1.2050E+02
      6.9579E+03     1330       2.8500E+01
      9.9496E+03     1866       6.6500E+01
      2.1700E+04     4135       1.5650E+02
      2.2378E+04     4137       1.6800E+02
      9.9419E+03     1897       7.9000E+01
      2.6008E+04     4890       1.3400E+02
      2.4907E+04     4699       1.4900E+02
      2.5623E+04     4858       1.4100E+02
      1.9152E+04     3544       1.7550E+02
      2.5668E+04     4786       1.5150E+02
      2.6418E+04     4972       1.9150E+02
      2.1007E+04     3907       1.3050E+02
      1.8810E+04     3547       7.3500E+01
      2.2446E+04     4322       1.2700E+02
      2.0065E+04     3765       1.0700E+02
      2.4649E+04     4675       1.6750E+02
      1.8496E+04     3465       9.1500E+01
      9.0162E+03     1750       6.4000E+01
      8.1255E+03     1539       6.0500E+01
      2.6134E+04     4918       2.4450E+02
      2.1724E+04     4090       1.2650E+02
      1.9811E+04     3689       1.9700E+02
      2.4330E+04     4585       1.3150E+02
      2.4902E+04     4772       1.3900E+02
      2.6746E+04     5098       2.5400E+02
      2.1117E+04     3997       1.3650E+02
      2.4066E+04     4472       2.4300E+02
      2.2706E+04     4360       1.3100E+02
      9.6143E+03     1769       8.3000E+01
      2.4738E+04     4619       1.3100E+02
